x,y
0.5822667456024441,1.1878909365329666
0.7824126358731986,2.2134263205204463
0.56213980995137,1.3563756171333
0.0687682271248552,0.09732478692059388
0.692721717116754,1.8788375954612024
0.584764234397319,1.2179658139550182
0.6069376832309141,1.4055377845936066
0.9589355054823459,3.069671572760622
0.19613585366612296,0.4884392749523959
0.657814813139097,1.5648015192281504
0.4159152454292855,0.8341488004794845
0.549993559682986,1.2269090821645565
0.23615929562426718,0.20593178257298128
0.6534324340869302,1.4408260208469046
0.5592430987785423,1.3113460556898715
0.5857688608534728,1.1772432642417727
0.20243171058596598,0.3209935133038322
0.743189017073591,1.9031750496953959
0.9145330474525707,2.682716406666163
0.22034822655484865,0.39069835930214336
0.0198834967827054,0.2855615242800949
0.4991632838236325,0.8735239383485639
0.9388438095248092,3.0836248985625776
0.3179789095901311,0.5238560278829281
0.05230063069575286,0.11205870823484274
0.35961391651067043,0.4725232662952591
0.4959192837323849,1.1806387464200963
0.017411445466414266,0.09355388480812143
0.6792002991033871,1.7406828409533024
0.05302861313612395,0.15364414540459465
0.7502134009985981,1.8419219696379179
0.4061095911835654,0.7139500588608023
0.3451045626677748,0.7067107023223781
0.9998710660470017,3.4189052773908952
0.5837028106513686,1.2335673476819207
0.5150607845276484,1.1699981415355953
0.7243538812011622,1.8491604415750686
0.880561215169979,2.6279831494209955
0.01002299651544536,0.2550290597027791
0.9725403802597858,2.9327197183152043
0.5793031622920444,1.2677757368368763
0.4433889588015777,0.7858144100694833
0.3456622314542733,0.6929880688682428
0.7799996688606448,2.1488759160136737
0.8218806427899962,2.267114559506831
0.6011121146217173,1.4432851732551293
0.9532488138377847,2.908577261253663
0.12221796957510622,0.2917560213091038
0.32103334817489226,0.40988426662086763
0.36430853024855536,0.5462428180845719
0.4653781504929765,0.9554159728235863
0.0031749698700460627,0.43425553019873936
0.4628138084677492,1.0468772083134872
0.8026787640715239,2.1547285981377153
0.45988011009697227,0.8803871394416602
0.8422508281367025,2.520403514662432
0.05271195611958124,0.2717706064404032
0.8245237445082092,2.424320798415204
0.1630063758842455,0.2547285140978711
0.2600781084908912,0.5003468789590145
0.029214702897118916,0.2735547634190393
0.05320044488323605,0.4343906918124414
0.9752814424670182,3.183829722327626
0.06987137357963014,0.0953623833821779
0.29722123666616074,0.5937722692478009
0.7520986906413848,1.7856083186219365
0.4998082463908239,1.0925545415874203
0.9090149105299731,2.75626125531959
0.018202115532376828,0.2450473035349025
0.7892962690619024,1.9533848947314771
0.2751227942651021,0.2827423454584429
0.8931581879288841,2.559137105277293
0.33384293246364516,0.609740520548697
0.7807707599084799,1.8869993949298927
0.42267007049361416,0.6674890076181152
0.5849011091826221,1.4285450532307757
0.9151823338305627,2.8469649165052453
0.05031476942536872,0.24327273609702474
0.1368318301827619,0.30097748967134047
0.04135494834248965,0.21913566501511125
0.9503582047276115,2.9261144398450845
0.39542788522922123,0.7545293017261713
0.3592698100535031,0.6529457012242712
0.06240204053997067,0.37693772230802913
0.8884427323780175,2.587484492714412
0.1994499763169002,0.41853753748918765
0.7122828002888675,1.8161737295923581
0.511997678378103,1.1088406946845246
0.9319358312196669,2.743497935332238
0.6750717858758645,1.5641212081944178
0.4980470288682354,1.155811263883583
0.44557717286476217,0.8861259573824063
0.7263525490012739,1.8858836871197282
0.9175872608703722,2.7262089512460297
0.3077622960903774,0.4540337857376836
0.002115691159988331,0.07141932554456099
0.15041833184987508,0.4068176490215532
0.7967322805410868,2.068358855219736
0.25042537435838164,0.3743966817770761
0.7812021545140931,2.008541428259261
